"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","isbn","creator","subjects","publisher","publicationyear"
"Digital","OverDrive","EBOOK","2018","1","3","Drawing in the Digital Age: An Observational Method for Artists and Animators",,"Wei Xu, Ph.D.","Computer Technology, Nonfiction","John Wiley & Sons, Inc.","2012"
"Digital","OverDrive","EBOOK","2018","1","2","Perfect Shadow: Night Angel Trilogy, Book 0.5",,"Brent Weeks","Fantasy, Fiction, Short Stories, Thriller","Hachette Digital, Inc.","2017"
"Physical","Horizon","BOOK","2018","1","1","Mountain in the clouds : a search for the wild salmon / Bruce Brown.",,"Brown, Bruce, 1950-","Pacific salmon, Fishery management Washington State, Fishery resources Hatchery vs wild stocks, Indians of North America Fishing Washington State, Pacific salmon fisheries Political aspects Washington State, Wildlife conservation Washington State","Simon and Schuster,","[1982]"
"Physical","Horizon","SOUNDDISC","2018","1","1","Charlatans / Robin Cook.",,"Cook, Robin, 1940-","Residents Medicine Fiction, Hospitals Anesthesia services Fiction, Patients Death Fiction, Physicians Malpractice Fiction, Medical ethics Fiction, Thrillers Fiction, Medical fiction, Audiobooks, Suspense fiction, Medical novels","Penguin Audio ; Books on Tape,","[2017]"
"Physical","Horizon","BOOK","2018","1","3","Grayson. Volume 2, We all die at dawn / written by Tim Seeley, Tom King ; art by Mikel Janín, Stephen Mooney ; color by Jeromy Cox, letters by Carlos M. Mangual ; collection cover artist, Mikel Janín.",,"Seeley, Tim","Graphic novels, Comic books strips etc","DC Comics,","[2016]"
"Digital","Freegal","SONG","2018","1","1","Mad About You",,"Frank Sinatra",,,
"Physical","Horizon","SOUNDDISC","2018","1","1","Living fiction / Tai Shan.",,"Shan, Tai, 1983-","Popular music 2011 2020","Tai Shan Music,","[2014]"
"Physical","Horizon","BOOK","2018","1","1","Paw power / Kitty Wells ; illustrated by Joanna Harrison.",,"Wells, Kitty, 1967-","Cats Juvenile fiction, Magic Fiction, Bullies Fiction, Schools Fiction","David Fickling Books,","2011."
"Physical","Horizon","BOOK","2018","1","2","Patrick and the president / Ryan Tubridy, P.J. Lynch.",,"Tubridy, Ryan","Kennedy John F John Fitzgerald 1917 1963 Juvenile fiction, Kennedy John F John Fitzgerald 1917 1963 Travel Ireland Juvenile fiction, Presidents United States Juvenile fiction, Visits of state Ireland Juvenile fiction, Ireland Juvenile fiction, Historical fiction","Candlewick Press,","2017."
"Digital","OverDrive","EBOOK","2018","1","5","The Blinds",,"Adam Sternbergh","Fiction, Suspense, Thriller, Western","HarperCollins Publishers Inc.","2017"
"Digital","OverDrive","EBOOK","2018","1","7","Judas",,"Amos Oz","Fiction, Literature","Houghton Mifflin Harcourt Trade and Reference","2016"
"Digital","OverDrive","EBOOK","2018","1","1","Road Ends: A Novel",,"Mary Lawson","Fiction, Literature","Random House, Inc.","2014"
"Physical","Horizon","BOOK","2018","1","2","Censoring an Iranian love story : a novel / Shahriar Mandanipour ; translated from the Farsi by Sara Khalili.",,"Mandanīʹpūr, Shahriyār","Authors Iranian Fiction, Fiction Authorship Fiction, Censorship Iran Fiction, Lesbians Fiction","Alfred A. Knopf,","2009."
"Physical","Horizon","BOOK","2018","1","1","Kitchen gardens in containers / Antony Atha.",,"Atha, Antony","Container gardening, Kitchen gardens","Sterling Pub.,","2002."
"Digital","OverDrive","AUDIOBOOK","2018","1","2","Mr. Terupt Falls Again: Mr. Terupt Series, Book 2 (unabridged) (Unabridged)",,"Rob Buyea","Juvenile Fiction, Juvenile Literature","Tantor Media, Inc","2014"
"Physical","Horizon","BOOK","2018","1","1","Saladino villa / John F. Saladino.",,"Saladino, John F.","Saladino John F Homes and haunts California Montecito, Villa di Lemma Montecito Calif, Architecture Domestic Conservation and restoration California Montecito, Interior architecture, Interior decoration, Gardens California Montecito Design, Montecito Calif Buildings structures etc","Frances Lincoln,","2009."
"Digital","OverDrive","EBOOK","2018","1","1","Pop",,"Gordon Korman","Young Adult Fiction, Young Adult Literature","HarperCollins Publishers Inc.","2012"
"Digital","Freegal","SONG","2018","1","1","Any Dream Will Do (From ""Joseph and the Technicolour Dreamcoat"")",,"Andrew Lloyd Webber",,,
"Digital","OverDrive","AUDIOBOOK","2018","1","1","The Girl Who Loved Wild Horses (Unabridged)",,"Paul Goble","Historical Fiction, Juvenile Fiction","Live Oak Media","2014"
"Digital","Hoopla","TELEVISION","2018","1","1","Iceland - Where Fire Meets Ice",,,"Educational, Science","The Great Courses",
"Physical","Horizon","BOOK","2018","1","7","Lily and Bear : grumpy feet / Lisa Stubbs.",,"Stubbs, Lisa","Imaginary playmates Fiction, Mood Psychology Juvenile fiction, Friendship Juvenile fiction, Imaginary companions Juvenile fiction, Bears Juvenile fiction","Simon & Schuster Books for Young Readers,","2017"
"Physical","Horizon","SOUNDDISC","2018","1","7","Hi! Fly Guy / by Tedd Arnold.",,"Arnold, Tedd","Flies Juvenile fiction, Pet shows Juvenile fiction, Childrens audiobooks","Scholastic Audio,","[2006]"
"Digital","OverDrive","EBOOK","2018","1","1","Indiscriminate Attraction",,"Linda  Hudson-Smith","Fiction, Romance","Harlequin Enterprises, Ltd.","2008"
"Physical","Horizon","SOUNDDISC","2018","1","3","Siren / Roxy Music.",,"Roxy Music (Musical group)","Rock music 1971 1980","Virgin Records,","[1999]"
"Digital","OverDrive","EBOOK","2018","1","1","Full House: The Spread of Excellence from Plato to Darwin",,"Stephen Jay Gould","Nonfiction, Science","Random House, Inc.","2010"
"Digital","OverDrive","AUDIOBOOK","2018","1","2","Tyrannosaur Canyon (Unabridged)",,"Douglas Preston","Fiction, Horror, Thriller","AudioGO","2006"
"Physical","Horizon","BOOK","2018","1","16","Practical magic / Alice Hoffman.",,"Hoffman, Alice","Women Fiction, Paranormal fiction, Fantasy fiction","Berkley Books,","2003."
"Physical","Horizon","BOOK","2018","1","1","Legend : a harrowing story from the Vietnam War of one Green Beret's heroic mission to rescue a Special Forces team caught behind enemy lines / Eric Blehm.",,"Blehm, Eric","Benavidez Roy P, United States Army Special Forces History 20th century, Vietnam War 1961 1975 Commando operations United States, Vietnam War 1961 1975 Search and rescue operations Cambodia","Crown Publishing,","[2015]"
"Digital","Freegal","SONG","2018","1","1","Oh Babe",,"Various Artist",,,
"Digital","OverDrive","EBOOK","2018","1","1","Jester Leaps In: Fools' Guild Mystery Series, Book 2",,"Alan Gordon","Fiction, Mystery","Macmillan Publishers","2013"
"Digital","OverDrive","EBOOK","2018","1","9","Medical Medium Life-Changing Foods: Save Yourself and the Ones You Love with the Hidden Healing Powers of Fruits & Vegetables",,"Anthony William","New Age, Nonfiction","Hay House, Inc.","2016"
"Physical","Horizon","BOOK","2018","1","1","Last tales / Isak Dinesen [pseudonym]",,"Dinesen, Isak, 1885-1962",,"Random House,","[1957]"
"Physical","Horizon","BOOK","2018","1","1","The Queen's diamonds / Hugh Roberts.",,"Roberts, Hugh, 1948-","Elizabeth II Queen of Great Britain 1926 Art collections Catalogs, Crown jewels Great Britain Catalogs, Queens Great Britain Biography, Diamond jewelry Private collections Great Britain Catalogs","Royal Collection Trust,","[2012]"
"Physical","Horizon","BOOK","2018","1","2","GED test for dummies / by Murray Shukyn and Jane Burstein.",,"Shukyn, Murray","GED tests Study guides, High school equivalency examinations Study guides","John Wiley & Sons, Inc.,","[2017]"
"Digital","Hoopla","COMIC","2018","1","2","Lazarus Vol. 5: Cull",,,"Action & Adventure, Crime, Drama","Image Comics",
"Digital","OverDrive","AUDIOBOOK","2018","1","2","A Child's Christmas in Wales and Five Poems (Unabridged)",,"Dylan Thomas","Fiction, Poetry","HarperCollins Publishers Inc.","2006"
"Physical","Horizon","MAP","2018","1","1","Ultimate U.S. road trip atlas / by Crispin Boyer.",,"Boyer, Crispin","Recreation areas, Outdoor recreation, Outdoor recreation Juvenile literature, United States Maps, United States Description and travel, United States Maps Juvenile literature, United States Description and travel Juvenile literature, Childrens maps","National Geographic,","2012."
"Digital","OverDrive","EBOOK","2018","1","4","Seattle Noir",,"Curt","Fiction, Mystery, Short Stories","Lightning Source Inc","2010"
"Physical","Horizon","BOOK","2018","1","1","Eat the city : a tale of the fishers, trappers, hunters, foragers, slaughterers, butchers, farmers, poultry minders, sugar refiners, cane cutters, beekeepers, winemakers, and brewers who built New York / Robin Shulman.",,"Shulman, Robin","Food supply New York State New York History, New York N Y Social life and customs 20th century","Crown,","[2012]"
"Physical","Horizon","BOOK","2018","1","1","Romeo and Juliet / [William Shakespeare ; adapted by Richard Appignanesi] ; illustrated by Sonia Leong.",,"Appignanesi, Richard","Teenage boys Japan Comic books strips etc Juvenile literature, Organized crime Japan Comic books strips etc Juvenile literature, Tragedy Comic books strips etc Juvenile literature, Vendetta Comic books strips etc Juvenile literature, Graphic novels","Amulet Books,","2007."
"Digital","OverDrive","EBOOK","2018","1","1","Summer Gatherings: Casual Food to Enjoy with Family and Friends",,"Rick Rodgers","Cooking & Food, Nonfiction","HarperCollins Publishers Inc.","2008"
"Digital","OverDrive","EBOOK","2018","1","1","At the Foundling Hospital: Poems",,"Robert Pinsky","Fiction, Poetry","Macmillan Publishers","2017"
"Physical","Horizon","BOOK","2018","1","3","The ways of white folks / Langston Hughes.",,"Hughes, Langston, 1902-1967",,"Vintage Books,","1990."
"Physical","Horizon","BOOK","2018","1","1","The tradition of household spirits : ancestral lore and practices / Claude Lecouteux ; translated by Jon E. Graham.",,"Lecouteux, Claude","House construction Folklore, House construction Rites and ceremonies History, Architecture Domestic Religious aspects, Architecture Domestic Folklore, Folklore Europe, Household shrines History","Inner Traditions,","2013."
"Physical","Horizon","BOOK","2018","1","1","Thursday's child has far to go : a memoir of the journeying years / Walter Laqueur.",,"Laqueur, Walter, 1921-","Laqueur Walter 1921, Historians United States Biography","Charles Scribner's Sons ; Maxwell Macmillan Canada ; Maxwell Macmillan International,","[1992]"
"Physical","Horizon","BOOK","2018","1","1","Healing sex : a mind-body approach to healing sexual trauma / Staci Haines ; Felice Newman, editor.",,"Haines, Staci","Sexual abuse victims Rehabilitation, Sex therapy, Sex instruction United States, Sex counseling United States","Cleis,","[2007]"
"Physical","Horizon","BOOK","2018","1","25","The shy little kitten / by Kristen Depken ; illustrated by Sue DiCicco.",,"Depken, Kristen L.","Kittens Juvenile fiction, Animals Juvenile fiction, Cats Fiction","Random House,","[2015]"
"Physical","Horizon","BOOK","2018","1","1","Katie, sprinkles & surprises / by Coco Simon.",,"Simon, Coco","Cupcakes Juvenile fiction, Friendship Juvenile fiction, Middle schools Juvenile fiction, Schools Juvenile fiction","Simon Spotlight,","2013."
"Physical","Horizon","BOOK","2018","1","1","Will work for fun : three simple steps for turning any hobby or interest into cash / Alan R. Bechtold.",,"Bechtold, Alan R., 1952-","Self employed, Quality of work life, Electronic commerce Management, Internet marketing, Internet publishing","John Wiley & Sons,","[2008]"
"Physical","Horizon","BOOK","2018","1","1","Just in time, Abraham Lincoln / Patricia Polacco.",,"Polacco, Patricia","Antietam Battle of Md 1862 Juvenile fiction, Brothers Juvenile fiction, Maryland History Civil War 1861 1865 Juvenile fiction, United States History Civil War 1861 1865 Juvenile fiction","G.P. Putnam's Sons,","2011."
"Physical","Horizon","BOOK","2018","1","2","Max goes fishing.",,,"Max Fictitious character Wells Juvenile fiction, Ruby Fictitious character Wells Juvenile fiction, Brothers and sisters Fiction, Rabbits Juvenile fiction, Canoes and canoeing Fiction, Fishing Fiction","Grosset & Dunlap, an imprint of Penguin Group (USA) Inc.,","2013."
"Digital","OverDrive","AUDIOBOOK","2018","1","2","The Burning Air (Unabridged)",,"Erin Kelly","Fiction, Mystery","Recorded Books, LLC","2017"
"Physical","Horizon","BOOK","2018","1","2","Diary : a novel / Chuck Palahniuk.",,"Palahniuk, Chuck","Women painters Fiction, Suicidal behavior Fiction, Coma Patients Fiction, Married women Fiction, Contractors Fiction, Islands Fiction, Humorous fiction, Psychological fiction","Anchor Books,","2004."
"Physical","Horizon","BOOK","2018","1","1","Guilty as sin / Judith Culter.",,"Cutler, Judith","Townend Lina Fictitious character Fiction, Antique dealers Fiction, Mystery fiction","Severn House Publishers L,","2015."
"Physical","Horizon","BOOK","2018","1","1","Spring / Siân Smith.",,"Smith, Siân","Spring Juvenile literature","Heinemann Library,","[2009]"
"Physical","Horizon","BOOK","2018","1","1","Thomas Jefferson : uncovering his unique philosophy and vision / M. Andrew Holowchak.",,"Holowchak, Mark, 1958-","Jefferson Thomas 1743 1826 Philosophy, Jefferson Thomas 1743 1826 Political and social views","Prometheus Books,","2014."
"Digital","OverDrive","EBOOK","2018","1","1","Dragon Princess Series, Book 1",,"S. Andrew Swann","Fantasy, Fiction, Humor (Fiction), Science Fiction","Penguin Group (USA), Inc.","2014"
"Digital","Freegal","SONG","2018","1","1","Dirt Reverence",,"Joe Morris,Steve Lantner,Jerome Deupree",,,
"Digital","OverDrive","AUDIOBOOK","2018","1","1","Larger Than Life (Unabridged)",,"Kay Hooper","Fiction, Romance","Blackstone Audio, Inc.","2011"
"Physical","Horizon","VIDEODISC","2018","1","21","Schitt$ Creek. The complete first season / ITV Studios Gobal Entertainment ; produced in association with the Canadian Broadcasting Company ; Not a Real Company ; produced by Colin Brunton ; written by Daniel Levy ... [and others] ; directed by Jerry Ciccoritti, Paul Fox.",,,"Bankruptcy Drama, Actors Drama, Television comedies, Television series, Fiction television programs, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Entertainment One,","[2015]"
"Digital","OverDrive","AUDIOBOOK","2018","1","3","Mastermind: How To Think Like Sherlock Holmes (unabridged) (Unabridged)",,"Maria Konnikova","Nonfiction, Psychology, Self-Improvement","Gildan Media Corp","2013"
"Physical","Horizon","BOOK","2018","1","1","Tales of the Beanworld / created, written, and illustrated by Larry Marder.",,"Marder, Larry","Imaginary societies Comic books strips etc Juvenile literature, Imaginary places Comic books strips etc, Graphic novels Juvenile literature","Dark Horse Books,","2012."
"Digital","OverDrive","AUDIOBOOK","2018","1","2","Night Sky: Night Sky Series, Book 1 (unabridged) (Unabridged)",,"Suzanne Brockmann","Fantasy, Young Adult Fiction","Blackstone Audio, Inc.","2014"
"Physical","Horizon","SOUNDDISC","2018","1","1","The 9th judgment / James Patterson [and Maxine Paetro].",,"Patterson, James, 1947-","Womens Murder Club Imaginary organization Fiction, Women detectives California San Francisco Fiction, Murder Investigation Fiction, Triangles Interpersonal relations Fiction, Female friendship Fiction, San Francisco Calif Fiction, Detective and mystery fiction, Thrillers Fiction","Hachette Audio,","[2010]"
"Digital","Freegal","SONG","2018","1","1","Lake",,"Split Lip Rayfield",,,
"Physical","Horizon","BOOK","2018","1","2","Veronica / written and illustrated by Roger Duvoisin.",,"Duvoisin, Roger, 1900-1980","Hippopotamus Juvenile fiction","Knopf,","[2006]"
"Physical","Horizon","BOOK","2018","1","1","Frontier engagement / Regina Scott.",,"Scott, Regina, 1959-","Frontier and pioneer life Washington State Fiction, Mate selection Fiction, Man woman relationships Fiction, Historical fiction, Love stories, Christian fiction","Harlequin,","[2015]"
"Physical","Horizon","BOOK","2018","1","1","Second glance : a novel / Jodi Picoult.",,"Picoult, Jodi, 1966-","Abenaki Indians Fiction, Drifters Fiction, Brothers and sisters Fiction, Second chances Fiction, Young women Fiction, Nephews Fiction, Twentieth century Fiction, Haunted houses Fiction, Murder Fiction, Vermont Fiction, Historical fiction, Historical fiction","Washington Square Press,","2008."
"Digital","OverDrive","AUDIOBOOK","2018","1","1","True to the Game III (Unabridged)",,"Teri Woods","African American Fiction, Fiction, Thriller, Urban Fiction","Blackstone Audio, Inc.","2011"
"Digital","OverDrive","EBOOK","2018","1","1","The Wig in the Window",,"Kristen Kittscher","Humor (Fiction), Juvenile Fiction, Juvenile Literature, Mystery","HarperCollins Publishers Inc.","2013"
"Digital","OverDrive","EBOOK","2018","1","2","Peter Pan: Peter and Wendy",,"J. M. Barrie","Classic Literature, Fantasy, Juvenile Fiction","Duke Classics","2018"
"Digital","OverDrive","EBOOK","2018","1","1","The Bones of You",,"Debbie Howells","Fiction, Mystery, Suspense, Thriller","Random House, Inc.","2015"
"Digital","OverDrive","EBOOK","2018","1","4","It's Not Okay: Turning Heartbreak into Happily Never After",,"Andi Dorfman","Biography & Autobiography, Nonfiction, Performing Arts","Simon & Schuster, Inc.","2016"
"Digital","OverDrive","EBOOK","2018","1","2","How Doctors Think",,"Jerome Groopman","Medical, Nonfiction","Houghton Mifflin Harcourt Trade and Reference","2011"
"Physical","Horizon","BOOK","2018","1","1","Bible lands / written by Jonathan N. Tubb.",,"Tubb, Jonathan N.","Bible Antiquities Juvenile literature, Bible History of contemporary events Juvenile literature, Middle East Antiquities Juvenile literature, Middle East Civilization To 622 Juvenile literature","Dorling Kindersley,","[2000]"
"Physical","Horizon","VIDEODISC","2018","1","8","Inside man / Universal Pictures ; Imagine Entertainment ; 40 Acres & A Mule Filmworks ; produced by Brian Grazer ; written by Russell Gewirtz ; directed by Spike Lee.",,,"Detectives New York State New York Drama, Bank robberies New York State New York Drama, Brokers New York State New York Drama, Criminal behavior New York State New York Drama, Feature films, Thrillers Motion pictures, Fiction films, Video recordings for the hearing impaired","Universal Pictures,","2006."
"Digital","OverDrive","AUDIOBOOK","2018","1","2","Power Play: Mack Bedford Series, Book 4 (unabridged) (Unabridged)",,"Patrick Robinson","Fiction, Thriller","Blackstone Audio, Inc.","2012"
"Physical","Horizon","VIDEODISC","2018","1","8","Urok = The lesson / Abraxas Film ; in co-production with Graal Films, Little Wing, Screening Emotions ; supported by ZDF, American Foundation for Bulgaria, Central Cooperative Union ; produced by Magdelena Ilieva, Kristina Grozeva, Petar Valchanov, Konstantina Stavrianou, Rena Vougioukalou ; written and directed by Kristina Grozeva, Petar Valchanov.",,,"Families Drama, Foreclosure Drama, Criminals Drama, Feature films, Fiction films, Video recordings for the hearing impaired","Video Services Corp.,","[2015]"
"Digital","OverDrive","EBOOK","2018","1","2","Nate the Great, San Francisco Detective: Nate the Great Series, Book 22",,"Marjorie Weinman Sharmat","Beginning Reader, Juvenile Fiction, Mystery","Random House, Inc.","2013"
"Digital","OverDrive","EBOOK","2018","1","2","Mercy Watson Fights Crime: Mercy Watson Series, Book 3",,"Kate DiCamillo","Juvenile Fiction, Juvenile Literature","Candlewick Press","2015"
"Physical","Horizon","BOOK","2018","1","1","Charcuterie and French pork cookery / Jane Grigson.",,"Grigson, Jane","Cooking Pork, Cooking French","Grub Street,","2001."
"Physical","Horizon","BOOK","2018","1","2","Money madness / by David A. Adler ; illustrated by Edward Miller.",,"Adler, David A.","Money History Juvenile literature, Money Juvenile literature","Holiday House,","2009."
"Digital","OverDrive","EBOOK","2018","1","2","Dust Tracks on a Road: An Autobiography",,"Zora Neale Hurston","Fiction, Literature","HarperCollins Publishers Inc.","2016"
"Physical","Horizon","BOOK","2018","1","1","Mildred and Sam and their babies / by Sharleen Collicott.",,"Collicott, Sharleen","Mice Juvenile fiction, Family life Fiction, Worry Juvenile fiction, First day of school Juvenile fiction, Schools Fiction","Laura Geringer Books,","[2005]"
"Digital","Freegal","SONG","2018","1","1","Ting-a-Ling",,"Larry Williams",,,
"Digital","OverDrive","AUDIOBOOK","2018","1","4","The TenX Rule: The Only Difference Between Success And Failure (unabridged) (Unabridged)",,"Grant Cardone","Business, Nonfiction","Gildan Media Corp","2017"
"Physical","Horizon","BOOK","2018","1","1","That's not fair! : Emma Tenayuca's struggle for justice = No es justo! : la lucha de Emma Tenayuca por la justicia / written by Carmen Tafolla & Sharyll Teneyuca ; illustrated by Terry Ybáñez ; Spanish translation by Carmen Tafolla.",,"Tafolla, Carmen, 1951-","Tenayuca Emma 1916 1999 Juvenile literature, Labor leaders Juvenile literature, Women Biography Juvenile literature, Spanish language materials Bilingual","Wings Press,","[2008]"
"Digital","OverDrive","EBOOK","2018","1","3","Death by Black Hole: And Other Cosmic Quandaries",,"Neil DeGrasse Tyson","Nonfiction, Science","W. W. Norton & Company","2015"
"Physical","Horizon","SOUNDDISC","2018","1","1","Oshin / Diiv.",,"Diiv (Musical group)","Rock music 2011 2020","Captured Tracks Records,","[2012]"
"Physical","Horizon","BOOK","2018","1","1","Lucky strike / Bobbie Pyron.",,"Pyron, Bobbie","Lightning Juvenile fiction, Life change events Juvenile fiction, Fortune Juvenile fiction, Grandparent and child Juvenile fiction, Luck Fiction, Franklin County Fla Juvenile fiction","Arthur A. Levine Books, an imprint of Scholastic Inc.,","2015."
"Physical","Horizon","BOOK","2018","1","6","Red carpet Rabbids / by David Lewman ; illustrated by Shane L. Johnson.",,"Lewman, David","Extraterrestrial beings Juvenile fiction, Rabbits Juvenile fiction, Award presentations Juvenile fiction, Humorous stories","Simon Spotlight,","2016."
"Digital","OverDrive","EBOOK","2018","1","3","When Books Went to War: The Stories That Helped Us Win World War II",,"Molly Guptill Manning","History, Military, Nonfiction","Houghton Mifflin Harcourt Trade and Reference","2014"
"Digital","OverDrive","AUDIOBOOK","2018","1","1","Aristotle for Everybody: Difficult Thought Made Easy (unabridged) (Unabridged)",,"Mortimer J. Adler","Nonfiction, Philosophy","Blackstone Audio, Inc.","2012"
"Physical","Horizon","BOOK","2018","1","2","The cat whisperer : why cats do what they do-- and how to get them to do what you want / Mieshelle Nagelschneider ; [foreword by Gwen Cooper].",,"Nagelschneider, Mieshelle","Cats Behavior, Cats Psychology","Bantam Books,","[2013]"
"Physical","Horizon","VIDEOCASS, VIDEODISC","2018","1","2","Analyze this / Warner Bros. Pictures ; in association with Village Roadshow Pictures and NPV Entertainment ; a Baltimore/Spring Creek Pictures/Face/Tribeca production ; produced by Paula Weinstein, Jane Rosenthal ; story by Kenneth Lonergan and Peter Tolan ; screenplay by Peter Tolan and Harold Ramis and Kenneth Lonergan ; directed by Harold Ramis. Analyze that / Warner Bros. Pictures ; in association with Village Roadshow Pictures and NPV Entertainment ; a Baltimore/Spring Creek Pictures/Face/Tribeca production ; produced by Paula Weinstein, Jane Rosenthal ; written by Peter Steinfeld and Harold Ramis and Peter Tolan ; directed by Harold Ramis.",,,"Mafia New York State New York Drama, Psychotherapists New York State New York Drama, Video recordings for the hearing impaired, Feature films, Gangster films, Comedy films, Fiction films","Warner Home Video,","[2007]"
"Digital","OverDrive","EBOOK","2018","1","1","The Fatal Funnel Cake: Fresh-Baked Mystery Series, Book 8",,"Livia J. Washburn","Fiction, Mystery","Penguin Group (USA), Inc.","2014"
"Digital","OverDrive","EBOOK","2018","1","2","The High Lord: The Black Magician Trilogy Book 3",,"Trudi Canavan","Fantasy, Fiction","HarperCollins Publishers Inc.","2010"
"Digital","OverDrive","AUDIOBOOK","2018","1","2","The Dark Secret: Wings of Fire Series, Book 4 (unabridged) (Unabridged)",,"Tui T. Sutherland","Fantasy, Juvenile Fiction","Scholastic Inc. Audiobooks","2016"
"Physical","Horizon","BOOK","2018","1","1","Basic 35mm photo guide for beginning photographers / Craig Alesse.",,"Alesse, Craig","35mm cameras Amateurs manuals, Photography Amateurs manuals","Amherst Media,","[2001]"
"Digital","Freegal","SONG","2018","1","1","Your Body Is a Wonderland",,"John Mayer",,,
"Digital","OverDrive","EBOOK","2018","1","3","Primal Fat Burner: Live Longer, Slow Aging, Super-Power Your Brain, and Save Your Life with a High-Fat, Low-Carb Paleo Diet",,"Nora Gedgaudas","Health & Fitness, Nonfiction","Simon & Schuster, Inc.","2017"
"Physical","Horizon","BOOK","2018","1","2","Credit repair / Amy Loftsgordon & Cara O'Neill.",,"Loftsgordon, Amy","Consumer credit United States Handbooks manuals etc, Finance Personal United States Handbooks manuals etc, Consumer credit Law and legislation United States","Nolo,","[2017]"
"Physical","Horizon","BOOK","2018","1","7","Letters to a prisoner / Jacques Goldstyn ; [translated by Angela Keenlyside].",,"Goldstyn, Jacques","Prisoners Juvenile fiction, Political prisoners Juvenile fiction, Letter writing Juvenile fiction, Stories without words, Picture books, Letters Fiction, Prisoners Fiction, Graphic novels","Owlkids Books Inc.,","2017."
"Physical","Horizon","SOUNDDISC","2018","1","2","Outer south / Conor Oberst and the Mystic Valley Band.",,"Oberst, Conor","Rock music 2001 2010","Merge Records,","[2009]"
"Digital","OverDrive","AUDIOBOOK","2018","1","2","Mexico: A Novel (unabridged) (Unabridged)",,"James A. Michener","Fiction, Historical Fiction, Literature, Thriller","Books on Tape","2015"
"Physical","Horizon","SOUNDDISC","2018","1","1","Sunny days / Battersby Duo.",,"Battersby Duo","Childrens songs Juvenile sound recordings, Songs","Battersby Duo,","[2010]"
"Physical","Horizon","VIDEODISC","2018","1","3","Nine / TWC ; Relativity Media ; produced by Marc Platt, Harvey Weinstein, John DeLuca, Rob Marshall ; screenplay by Michael Tolkin and Anthony Minghella ; directed by Rob Marshall.",,,"Motion picture producers and directors Drama, Man woman relationships Drama, Midlife crisis Drama, Middle aged men Drama, Motion picture industry Drama, Musical films, Feature films, Fiction films, Video recordings for the hearing impaired","The Weinstein Company ; Distributed by Sony Pictures Home Entertainment,","[2010]"
"Digital","OverDrive","EBOOK","2018","1","1","The Pillars of Creation: Sword of Truth Series, Book 7",,"Terry Goodkind","Fantasy, Fiction","Macmillan Publishers","2013"
"Digital","Hoopla","MOVIE","2018","1","1","Little White Lies",,,"Drama, French, World","MPI Media Group",
"Physical","Horizon","SOUNDDISC","2018","1","5","The endless river / Pink Floyd.",,"Pink Floyd (Musical group)","Rock music 2011 2020","Columbia,","[2014]"
"Digital","OverDrive","AUDIOBOOK","2018","1","6","The Narrow Road to the Deep North (Unabridged)",,"Richard Flanagan","Fiction, Historical Fiction","Blackstone Audio, Inc.","2014"
"Physical","Horizon","BOOK","2018","1","2","The new ocean : the fate of life in a changing sea / Bryn Barnard.",,"Barnard, Bryn","Ocean Social aspects Juvenile literature, Ocean and civilization Juvenile literature, Picture books","Alfred A. Knopf,","[2017]"
"Physical","Horizon","BOOK","2018","1","1","Making wines, liquers & cordials : 101 delicious recipes using natural ingredients / Beshlie Grimes.",,"Grimes, Beshlie","Wine and wine making, Liqueurs","Cico Books,","2012."
"Physical","Horizon","BOOK","2018","1","2","100 years of fashion illustration / Cally Blackman.",,"Blackman, Cally","Fashion drawing, Fashion History Pictorial works","Laurence King,","2007."
"Digital","Hoopla","MUSIC","2018","1","2","Career - Find Your True Gift - EP",,,"Spoken Word","Robbins Research International",
"Physical","Horizon","BOOK","2018","1","1","Einstein on peace / edited by Otto Nathan and Heinz Norden. Pref. by Bertrand Russell.",,"Einstein, Albert, 1879-1955","Peace","Simon and Schuster,","1960."
"Physical","Horizon","BOOK","2018","1","4","My body belongs to me : a book about body safety / Jill Starishevsky ; illustrated by Angela Padron.",,"Starishevsky, Jill","Child sexual abuse Prevention Juvenile literature, Child sexual abuse Juvenile literature, Child abuse Prevention Juvenile literature","Free Spirit Publishing,","2014."
"Physical","Horizon","VIDEODISC","2018","1","1","Da wu sheng = My kingdom / presented by Celestial Pictures Limited, DW Films Limited ; China Film China Co., Ltd., Joy Pictures (Shanghai) Co., Ltd., Emei Film Group, Skyland Films (Beijing) Co., Ltd., SMG Pictures ; screenplay, Zou Jingshi, Gao Xiaosong ; director, Gao Xiaosong ; supervisor, André Morgan, Chen Rong.",,,"Operas Chinese Drama, Brothers Drama, Martial arts Drama, Nineteen twenties Drama, Martial arts films, Action and adventure films, Historical films, Feature films, Fiction films, Motion pictures Chinese","China Lion : Celestial Pictures Ltd.,","[2011]"
"Physical","Horizon","BOOK","2018","1","7","Anna & Froga. Thrills, spills, and gooseberries / Anouk Ricard.",,"Ricard, Anouk","Frogs Comic books strips etc, Friendship Comic books strips etc, Cartoons and comics, Graphic novels","Drawn & Quarterly,","November 2014."
"Physical","Horizon","BOOK","2018","1","1","The map that leads to you / J.P. Monninger.",,"Monninger, Joseph","Man woman relationships Fiction, Young women Fiction, Romance fiction","St. Martin's Press,","2017."
